snapped_at,price,market_cap,total_volume
2015-10-07 00:00:00 UTC,0.610012697,44984157.19,216715.5068
2015-10-08 00:00:00 UTC,0.623483302,45977519.8,310876.1441
2015-10-09 00:00:00 UTC,0.650768765,47989631.25,379233.122
2015-10-10 00:00:00 UTC,0.629794942,46490996.55,145554.9381
2015-10-11 00:00:00 UTC,0.637043981,47026115.24,87074.79962
2015-10-12 00:00:00 UTC,0.628787282,46416611.84,108895.5292
2015-10-13 00:00:00 UTC,0.602627272,44485499.3,297117.0771
2015-10-14 00:00:00 UTC,0.517689436,38272635.02,944847.8047
2015-10-15 00:00:00 UTC,0.561499004,41527413.54,376563.0715
2015-10-16 00:00:00 UTC,0.53314802,39443831.32,247071.2472
2015-10-17 00:00:00 UTC,0.549028309,40632190.62,317377.7618
2015-10-18 00:00:00 UTC,0.518444547,38382124.42,133661.6705
2015-10-19 00:00:00 UTC,0.487067298,36070935.31,240250.3766
2015-10-20 00:00:00 UTC,0.432978599,32076052.63,352361.0619
2015-10-21 00:00:00 UTC,0.439768974,32590298.01,599041.0132
2015-10-22 00:00:00 UTC,0.565461507,41918540.78,979304.0724
2015-10-23 00:00:00 UTC,0.540737767,40100107.01,866798.4889
2015-10-24 00:00:00 UTC,0.568573769,42179070.76,259157.6624
2015-10-25 00:00:00 UTC,0.631938809,46895926.26,476617.7386
2015-10-26 00:00:00 UTC,0.74395791,55226993.79,1174026.819
2015-10-27 00:00:00 UTC,0.85445525,63451496.57,1887568.906
2015-10-28 00:00:00 UTC,1.010409721,75057962.81,2447633.798
2015-10-29 00:00:00 UTC,1.163748636,86478981.55,2236842.21
2015-10-30 00:00:00 UTC,1.041849055,77447839.43,2384549.998
2015-10-31 00:00:00 UTC,0.907091628,67453442.48,652271.5873
2015-11-01 00:00:00 UTC,1.058541941,78742733.25,603996.199
2015-11-02 00:00:00 UTC,0.95504586,71066352.06,970665.6783
2015-11-03 00:00:00 UTC,1.002344803,74613449.56,1878273.011
2015-11-04 00:00:00 UTC,0.901808661,67152505.55,3218064.881
2015-11-05 00:00:00 UTC,0.906601137,67532501.1,1202885.38
2015-11-06 00:00:00 UTC,0.909442199,67767390.1,913629.1697
2015-11-07 00:00:00 UTC,0.922482091,68761146.28,904631.87
2015-11-08 00:00:00 UTC,1.030499514,76839299.32,1040086.755
2015-11-09 00:00:00 UTC,0.995802985,74277547.08,1972521.387
2015-11-10 00:00:00 UTC,0.934834222,69753492.14,865031.5412
2015-11-11 00:00:00 UTC,0.788761177,58873875.71,1243322.753
2015-11-12 00:00:00 UTC,0.900742067,67254888.2,826829.6689
2015-11-13 00:00:00 UTC,0.904081558,67527257.41,545086.2659
2015-11-14 00:00:00 UTC,0.884228905,66066714.49,361586.116
2015-11-15 00:00:00 UTC,0.910825548,68078325.79,432023.4078
2015-11-16 00:00:00 UTC,0.933840784,69812830.41,616346.9299
2015-11-17 00:00:00 UTC,0.995273358,74440734.3,1128249.545
2015-11-18 00:00:00 UTC,0.99442858,74402718.75,687203.3331
2015-11-19 00:00:00 UTC,0.951471289,71212297.76,434385.4815
2015-11-20 00:00:00 UTC,0.926803119,69388368.58,606560.3384
2015-11-21 00:00:00 UTC,0.973572434,72914368.8,454926.919
2015-11-22 00:00:00 UTC,0.964738532,72276339.25,371962.8833
2015-11-23 00:00:00 UTC,0.945220336,70839197.82,437126.3943
2015-11-24 00:00:00 UTC,0.899361135,67424299.4,354914.0862
2015-11-25 00:00:00 UTC,0.867707092,65072847.33,708867.1777
2015-11-26 00:00:00 UTC,0.894874771,67132055.61,959696.4719
2015-11-27 00:00:00 UTC,0.8707128,65341845.39,398595.4996
2015-11-28 00:00:00 UTC,0.917398775,68868768.29,465064.9387
2015-11-29 00:00:00 UTC,0.871744954,65463342.97,436939.1302
2015-11-30 00:00:00 UTC,0.873600932,65624853.97,775372.5406
2015-12-01 00:00:00 UTC,0.875003998,65752486.03,643109.8579
2015-12-02 00:00:00 UTC,0.822733781,61844779.03,494205.8928
2015-12-03 00:00:00 UTC,0.824765189,62018808.09,541681.1369
2015-12-04 00:00:00 UTC,0.838790951,63094325.08,241947.4944
2015-12-05 00:00:00 UTC,0.86458373,65056337.64,226084.4107
2015-12-06 00:00:00 UTC,0.834992487,62850264.42,429681.2895
2015-12-07 00:00:00 UTC,0.800750284,60292476.61,494657.618
2015-12-08 00:00:00 UTC,0.818852709,61675859.11,435966.8088
2015-12-09 00:00:00 UTC,0.791829348,59661067.18,627128.926
2015-12-10 00:00:00 UTC,0.847442242,63872552.28,374543.0059
2015-12-11 00:00:00 UTC,0.916738942,69119370.63,765839.8738
2015-12-12 00:00:00 UTC,0.97125831,73250296.07,1385279.044
2015-12-13 00:00:00 UTC,0.958303174,72302484.28,279257.6104
2015-12-14 00:00:00 UTC,0.995489835,75133022.4,562723.386
2015-12-15 00:00:00 UTC,1.0170637,76787012.6,573171.6205
2015-12-16 00:00:00 UTC,0.988912442,74686005.23,207316.9873
2015-12-17 00:00:00 UTC,0.940228325,71033582.41,641112.3505
2015-12-18 00:00:00 UTC,0.921171783,69616990.99,297866.3971
2015-12-19 00:00:00 UTC,0.909632917,68767429.85,333313.4238
2015-12-20 00:00:00 UTC,0.903231643,68305705.25,467489.5933
2015-12-21 00:00:00 UTC,0.896806287,67842615.39,543846.3978
2015-12-22 00:00:00 UTC,0.878959313,66514758.19,468144.5604
2015-12-23 00:00:00 UTC,0.867565455,65674405.65,333657.8603
2015-12-24 00:00:00 UTC,0.861363016,65226512,353090.3404
2015-12-25 00:00:00 UTC,0.870718344,65957619.84,169208.7605
2015-12-26 00:00:00 UTC,0.853017865,64637552.4,424123.0967
2015-12-27 00:00:00 UTC,0.858887087,65104495.78,208247.2187
2015-12-28 00:00:00 UTC,0.842169613,63858382.55,228592.5876
2015-12-29 00:00:00 UTC,0.869487811,65951485.16,211396.5675
2015-12-30 00:00:00 UTC,0.900354302,68315404.55,584414.4706
2015-12-31 00:00:00 UTC,0.936539968,71083912.7,668846.0704
2016-01-01 00:00:00 UTC,0.946313343,71849843.67,202032.1334
2016-01-02 00:00:00 UTC,0.938126162,71252107.97,252880.2353
2016-01-03 00:00:00 UTC,0.972196976,73864483.22,402755.9084
2016-01-04 00:00:00 UTC,0.959297835,72909192.01,341506.8214
2016-01-05 00:00:00 UTC,0.953102241,72462361.88,217443.2381
2016-01-06 00:00:00 UTC,0.968434012,73650960.93,328507.1524
2016-01-07 00:00:00 UTC,0.95897678,72931723.31,642269.5176
2016-01-08 00:00:00 UTC,0.995574781,75767382.44,554403.4018
2016-01-09 00:00:00 UTC,1.024780968,78016544.33,254045.6291
2016-01-10 00:00:00 UTC,1.019965856,77676004.65,404315.935
2016-01-11 00:00:00 UTC,1.068726621,81416101.64,1025253.038
2016-01-12 00:00:00 UTC,1.167362901,88958959.9,2962550.395
2016-01-13 00:00:00 UTC,1.129588346,86108971.48,1003321.36
2016-01-14 00:00:00 UTC,1.157377553,88257219.96,731050.8484
2016-01-15 00:00:00 UTC,1.210735463,92329493.83,4049516.212
2016-01-16 00:00:00 UTC,1.215691295,92765190.35,2377737.143
2016-01-17 00:00:00 UTC,1.321855712,100866229.1,1176009.007
2016-01-18 00:00:00 UTC,1.398301127,106770205,4073710.12
2016-01-19 00:00:00 UTC,1.376990019,105177492.6,1684557.291
2016-01-20 00:00:00 UTC,1.565411905,119608403.9,2899771.051
2016-01-21 00:00:00 UTC,1.544691862,118064297.8,1670627.322
2016-01-22 00:00:00 UTC,1.471341823,112494896.7,1585027.992
2016-01-23 00:00:00 UTC,1.692156285,129390552.7,2212028.797
2016-01-24 00:00:00 UTC,2.131691495,163090024.7,9578400.619
2016-01-25 00:00:00 UTC,2.481396086,189898537.8,10884776.21
2016-01-26 00:00:00 UTC,2.086782727,159744115.1,11669540.23
2016-01-27 00:00:00 UTC,2.384501159,182534589,7048626.219
2016-01-28 00:00:00 UTC,2.519719735,193030853.2,5043090.698
2016-01-29 00:00:00 UTC,2.486203232,190524391.8,6527897.662
2016-01-30 00:00:00 UTC,2.437601274,186862759.7,3674090.398
2016-01-31 00:00:00 UTC,2.298766557,176275775.7,5834817.707
2016-02-01 00:00:00 UTC,2.221883059,170434539.3,3991411.341
2016-02-02 00:00:00 UTC,2.403111855,184396131.6,3602402.308
2016-02-03 00:00:00 UTC,2.515949933,193120920.4,4030697.339
2016-02-04 00:00:00 UTC,2.557178944,196350197.9,3532651.02
2016-02-05 00:00:00 UTC,2.532878565,194548161,2640353.615
2016-02-06 00:00:00 UTC,2.517776369,193450250.5,1924574.718
2016-02-07 00:00:00 UTC,2.950776113,226795324.2,7099203.552
2016-02-08 00:00:00 UTC,3.165335694,243366581.6,9781404.737
2016-02-09 00:00:00 UTC,3.720453287,286139281,16355217.95
2016-02-10 00:00:00 UTC,4.427431438,340624194.2,29316397.61
2016-02-11 00:00:00 UTC,6.005000308,462140079.8,28752968.92
2016-02-12 00:00:00 UTC,5.475649284,421542668.5,9902598.244
2016-02-13 00:00:00 UTC,5.373284922,413798928.6,25637385.48
2016-02-14 00:00:00 UTC,5.169512436,398234915.5,11552061.71
2016-02-15 00:00:00 UTC,5.319058286,409885035.8,13786358.78
2016-02-16 00:00:00 UTC,4.368970122,336781865.3,15444552.59
2016-02-17 00:00:00 UTC,3.744022471,288700599.3,14847989.05
2016-02-18 00:00:00 UTC,4.397939042,339233532.7,17707643.87
2016-02-19 00:00:00 UTC,4.493895383,346746765.7,7215680.132
2016-02-20 00:00:00 UTC,4.301875678,332040532.3,8703306.941
2016-02-21 00:00:00 UTC,4.653970273,359334417.7,6458218.233
2016-02-22 00:00:00 UTC,5.608714258,433193897.2,15140246.89
2016-02-23 00:00:00 UTC,5.61209144,433593972.8,13534870.66
2016-02-24 00:00:00 UTC,6.134381259,474102955.5,11396482.66
2016-02-25 00:00:00 UTC,5.936257433,458942242.8,20614025.81
2016-02-26 00:00:00 UTC,5.897351626,456082096.9,9515283.257
2016-02-27 00:00:00 UTC,6.357091762,491795616.5,8967228.052
2016-02-28 00:00:00 UTC,6.440650849,498424354,9683081.006
2016-02-29 00:00:00 UTC,6.312028458,488620056.2,7546069.554
2016-03-01 00:00:00 UTC,7.56015705,585403826.4,20945587.17
2016-03-02 00:00:00 UTC,8.398318163,650547162.2,29743237.91
2016-03-03 00:00:00 UTC,9.504937043,736507630.9,40441406.85
2016-03-04 00:00:00 UTC,10.03776475,778040245.1,35604151.85
2016-03-05 00:00:00 UTC,10.93519774,847886363.8,54303350.01
2016-03-06 00:00:00 UTC,10.96466178,850440219.9,41487265.46
2016-03-07 00:00:00 UTC,9.397469869,729122199.5,31891736.92
2016-03-08 00:00:00 UTC,9.800690787,760648959.2,26473661.6
2016-03-09 00:00:00 UTC,11.97157976,929438076.3,28637679.64
2016-03-10 00:00:00 UTC,11.20642297,870327228.7,26154096.47
2016-03-11 00:00:00 UTC,11.20893669,870802676,21083465.44
2016-03-12 00:00:00 UTC,13.37620667,1039511436,49863322.39
2016-03-13 00:00:00 UTC,14.89359978,1157819809,41625885.68
2016-03-14 00:00:00 UTC,12.28982461,955721344.4,56738456.43
2016-03-15 00:00:00 UTC,12.96689767,1008754618,30654519.11
2016-03-16 00:00:00 UTC,12.52943315,975104638.1,23016882.43
2016-03-17 00:00:00 UTC,10.95623221,856001603.2,41222397.15
2016-03-18 00:00:00 UTC,10.79765034,843946887.9,56331932.5
2016-03-19 00:00:00 UTC,10.43953587,816289545.7,26241552.22
2016-03-20 00:00:00 UTC,10.21749097,799245003.4,17365910.96
2016-03-21 00:00:00 UTC,11.85112269,927407651,28692538.04
2016-03-22 00:00:00 UTC,11.31742768,886765230.1,19752147.76
2016-03-23 00:00:00 UTC,12.40319151,972225642.3,19194415.66
2016-03-24 00:00:00 UTC,11.12762219,872598276.4,25440037.39
2016-03-25 00:00:00 UTC,10.64069143,834753145.1,13369781.43
2016-03-26 00:00:00 UTC,10.96552244,860590847.1,9099233
2016-03-27 00:00:00 UTC,10.37751682,814770808.1,16296116.83
2016-03-28 00:00:00 UTC,11.67625154,917099302.5,23146182.98
2016-03-29 00:00:00 UTC,11.73817083,922332031.7,17227685.67
2016-03-30 00:00:00 UTC,11.88228676,934038009,18966041.62
2016-03-31 00:00:00 UTC,11.35463054,892916961.6,14483801.49
2016-04-01 00:00:00 UTC,11.6360718,915415691.5,11085851.67
2016-04-02 00:00:00 UTC,11.56397763,910108352.6,8250251.461
2016-04-03 00:00:00 UTC,11.51238012,906254482.5,6190954.954
2016-04-04 00:00:00 UTC,11.18688124,881135506.2,8612716.039
2016-04-05 00:00:00 UTC,10.41948469,821026031.5,19160809.11
2016-04-06 00:00:00 UTC,10.66622342,840796803.8,16326497.51
2016-04-07 00:00:00 UTC,10.0295684,790923841,12647730.14
2016-04-08 00:00:00 UTC,9.758944911,769898368.5,14041839.9
2016-04-09 00:00:00 UTC,9.899719595,781106339.1,12961939.64
2016-04-10 00:00:00 UTC,8.814617176,695943784.2,42148632
2016-04-11 00:00:00 UTC,8.668292119,684660770.9,14850316.57
2016-04-12 00:00:00 UTC,7.516812234,593949307.4,22286939.44
2016-04-13 00:00:00 UTC,8.015604593,633611436,30653780.44
2016-04-14 00:00:00 UTC,8.433656021,666925784.5,13178565.12
2016-04-15 00:00:00 UTC,8.206137459,649194329,11510142.23
2016-04-16 00:00:00 UTC,8.555981967,677141041.3,9164981.892
2016-04-17 00:00:00 UTC,9.323170276,738147546.4,23406128.93
2016-04-18 00:00:00 UTC,8.960482405,709720474.8,20650475.77
2016-04-19 00:00:00 UTC,8.696773039,689106961.9,11931697.81
2016-04-20 00:00:00 UTC,8.484150723,672532358,14929127.4
2016-04-21 00:00:00 UTC,8.111040745,643204549.6,12241737
2016-04-22 00:00:00 UTC,7.855106665,623163882.7,12838519.62
2016-04-23 00:00:00 UTC,8.377192624,664843804.3,14263735.84
2016-04-24 00:00:00 UTC,7.995361207,634792414.6,10251449.9
2016-04-25 00:00:00 UTC,7.812751656,620380381.5,9849771.906
2016-04-26 00:00:00 UTC,7.424663266,589953549.1,17588527.34
2016-04-27 00:00:00 UTC,7.72469455,614038719.8,18898653.06
2016-04-28 00:00:00 UTC,7.250216005,576551379.9,10503191.4
2016-04-29 00:00:00 UTC,7.47581761,594731702.5,8232651.036
2016-04-30 00:00:00 UTC,8.892970092,707751631.3,36023474.61
2016-05-01 00:00:00 UTC,8.832454373,703213705.3,16329848.83
2016-05-02 00:00:00 UTC,10.10782117,805073117.8,40531647.26
2016-05-03 00:00:00 UTC,9.285335811,739862094.3,20068196.22
2016-05-04 00:00:00 UTC,9.414136136,750420702.3,16758119.37
2016-05-05 00:00:00 UTC,9.827130178,783653892.6,17630163.28
2016-05-06 00:00:00 UTC,9.277042147,740079043,20206557.48
2016-05-07 00:00:00 UTC,9.381202894,748684467.9,10242971.6
2016-05-08 00:00:00 UTC,9.529202062,760794311.5,14850766.42
2016-05-09 00:00:00 UTC,9.353276546,747045608.4,10349090.13
2016-05-10 00:00:00 UTC,9.350283704,747107780.4,8837274.152
2016-05-11 00:00:00 UTC,9.98130292,797843002.3,14650764.26
2016-05-12 00:00:00 UTC,10.09149229,806976736.5,22804335.07
2016-05-13 00:00:00 UTC,10.58566158,846829870.6,27489270.97
2016-05-14 00:00:00 UTC,10.17609857,814388813,18055946.18
2016-05-15 00:00:00 UTC,9.960446893,797447113.7,8453161.312
2016-05-16 00:00:00 UTC,11.13364598,891725938.7,27963225.28
2016-05-17 00:00:00 UTC,12.15713716,974091672.7,36364157.81
2016-05-18 00:00:00 UTC,13.35361431,1070392165,62651459.73
2016-05-19 00:00:00 UTC,14.71832476,1180254102,53477909.08
2016-05-20 00:00:00 UTC,13.69368343,1098527826,48337340.57
2016-05-21 00:00:00 UTC,13.99924844,1123480271,24426995.17
2016-05-22 00:00:00 UTC,14.24898607,1143985931,17413663.62
2016-05-23 00:00:00 UTC,13.2350366,1063005899,21271913.58
2016-05-24 00:00:00 UTC,12.66434299,1017513902,41166028.01
2016-05-25 00:00:00 UTC,12.50426453,1005116816,25364775.56
2016-05-26 00:00:00 UTC,12.49835341,1005043803,19032556.07
2016-05-27 00:00:00 UTC,11.19174476,900334792.4,53491048.64
2016-05-28 00:00:00 UTC,11.76324561,946689008.5,44051409.77
2016-05-29 00:00:00 UTC,12.38905214,997114649.2,26254518.55
2016-05-30 00:00:00 UTC,12.67843107,1021153612,13289827.48
2016-05-31 00:00:00 UTC,14.00927376,1128785732,39491270.92
2016-06-01 00:00:00 UTC,13.85793783,1117038106,20161807.32
2016-06-02 00:00:00 UTC,13.77433887,1110747962,9543717.947
2016-06-03 00:00:00 UTC,13.84273588,1116709699,21310804.98
2016-06-04 00:00:00 UTC,13.69739426,1105420836,14233023.49
2016-06-05 00:00:00 UTC,13.97052907,1127904559,9908484.139
2016-06-06 00:00:00 UTC,13.94200555,1126059079,7633717.195
2016-06-07 00:00:00 UTC,14.54921695,1175566661,19688483.52
2016-06-08 00:00:00 UTC,14.43177555,1166543235,14566862.12
2016-06-09 00:00:00 UTC,14.44062374,1167724057,6538415.617
2016-06-10 00:00:00 UTC,13.94373393,1127971789,9751904.434
2016-06-11 00:00:00 UTC,13.96046097,1129771063,9986576.469
2016-06-12 00:00:00 UTC,15.69700727,1270814828,34155133.26
2016-06-13 00:00:00 UTC,17.55275029,1421627594,33190471.73
2016-06-14 00:00:00 UTC,18.77037437,1520848129,57195562.17
2016-06-15 00:00:00 UTC,18.42185369,1493198807,16794245.39
2016-06-16 00:00:00 UTC,20.50940041,1663058590,33609803.06
2016-06-17 00:00:00 UTC,15.39739782,1249053417,176008430.1
2016-06-18 00:00:00 UTC,11.19713667,908703581.4,121410542.5
2016-06-19 00:00:00 UTC,12.23058703,992977658,68987538.97
2016-06-20 00:00:00 UTC,11.81483452,959600009.1,79924563.2
2016-06-21 00:00:00 UTC,12.98459788,1055028896,73815982.1
2016-06-22 00:00:00 UTC,12.73775621,1035382450,157698817
2016-06-23 00:00:00 UTC,13.676479,1112128273,35210083.61
2016-06-24 00:00:00 UTC,13.9418969,1134160919,42975326.33
2016-06-25 00:00:00 UTC,14.27628772,1161808478,13474760.65
2016-06-26 00:00:00 UTC,13.84502996,1127161866,12716765.34
2016-06-27 00:00:00 UTC,13.93254349,1134738652,9026418.665
2016-06-28 00:00:00 UTC,12.29566056,1001816707,38649828.67
2016-06-29 00:00:00 UTC,12.8004961,1043352936,24102058.67
2016-06-30 00:00:00 UTC,13.3356267,1087390815,25109656.27
2016-07-01 00:00:00 UTC,12.32964596,1005775063,16090108.05
2016-07-02 00:00:00 UTC,12.0179825,980549295.6,12572639.31
2016-07-03 00:00:00 UTC,11.82516103,965373887.5,8919743.271
2016-07-04 00:00:00 UTC,11.42173873,932812328.2,10816581.46
2016-07-05 00:00:00 UTC,10.5408605,861199508.1,40761274.6
2016-07-06 00:00:00 UTC,10.51055994,859068161.5,16042852.43
2016-07-07 00:00:00 UTC,10.09893127,825747093.1,13787778.17
2016-07-08 00:00:00 UTC,11.39547875,932118254.1,17821594.5
2016-07-09 00:00:00 UTC,10.99572235,899784687.8,14035737.81
2016-07-10 00:00:00 UTC,10.95729434,896985032.1,4559501.886
2016-07-11 00:00:00 UTC,10.51545171,861156597.7,11938095.54
2016-07-12 00:00:00 UTC,10.60619361,868920981.1,8944484.246
2016-07-13 00:00:00 UTC,10.48905469,859665552.2,6087112.236
2016-07-14 00:00:00 UTC,11.24297096,921808085.7,13698700.02
2016-07-15 00:00:00 UTC,11.32509705,928901844.3,13798764.39
2016-07-16 00:00:00 UTC,11.70171602,960169025.2,10138776.97
2016-07-17 00:00:00 UTC,11.31478741,928781022.9,20447413.6
2016-07-18 00:00:00 UTC,11.02255634,905150788.2,13898138.25
2016-07-19 00:00:00 UTC,11.58250142,951503951.3,20242192.24
2016-07-20 00:00:00 UTC,12.15278827,998549464.8,29894784.28
2016-07-21 00:00:00 UTC,12.60591713,1036388808,24473811.51
2016-07-22 00:00:00 UTC,14.31987737,1177755541,72391413.22
2016-07-23 00:00:00 UTC,14.38972534,1183972888,72744516.35
2016-07-24 00:00:00 UTC,12.80385181,1053890907,71639748.4
2016-07-25 00:00:00 UTC,13.81663068,1137688271,33694267.53
2016-07-26 00:00:00 UTC,11.77164176,969670072.7,76432695
2016-07-27 00:00:00 UTC,12.9663334,1068505615,48754958.64
2016-07-28 00:00:00 UTC,12.88314961,1062067696,19481593.53
2016-07-29 00:00:00 UTC,12.84003764,1058924003,10125341.28
2016-07-30 00:00:00 UTC,12.54708178,1035160533,8150653.893
2016-07-31 00:00:00 UTC,11.86840841,979546057,20238765.45
2016-08-01 00:00:00 UTC,10.96839785,905616046.1,17147499.53
2016-08-02 00:00:00 UTC,8.352592748,689901283.2,60708724.34
2016-08-03 00:00:00 UTC,10.22174782,844612892.3,44330639.68
2016-08-04 00:00:00 UTC,11.03216022,911931922.1,29307740.66
2016-08-05 00:00:00 UTC,10.94001411,904674489.4,10956639.35
2016-08-06 00:00:00 UTC,10.89863635,901592852.5,11692994.42
2016-08-07 00:00:00 UTC,10.92030806,903742755.8,11883004.41
2016-08-08 00:00:00 UTC,11.24580512,931042241.5,10967961.76
2016-08-09 00:00:00 UTC,12.19121871,1009705614,29672733.52
2016-08-10 00:00:00 UTC,12.1412228,1005960651,23499542.87
2016-08-11 00:00:00 UTC,11.98814019,993657811,24164966.87
2016-08-12 00:00:00 UTC,11.97372013,992852191.9,24135899.78
2016-08-13 00:00:00 UTC,11.57747267,960366408.5,6655535.198
2016-08-14 00:00:00 UTC,11.25990352,934377927.9,7543085.399
2016-08-15 00:00:00 UTC,11.23080705,932326143.3,5064027.898
2016-08-16 00:00:00 UTC,10.25082245,851307063.5,5249879.805
2016-08-17 00:00:00 UTC,10.73534634,891887550.2,5256928.972
2016-08-18 00:00:00 UTC,10.72421681,891315247,4567012.374
2016-08-19 00:00:00 UTC,10.71834472,891164434.8,3192133.227
2016-08-20 00:00:00 UTC,11.26275448,936793411.7,5076175.104
2016-08-21 00:00:00 UTC,11.15404431,928118646.5,3197471.331
2016-08-22 00:00:00 UTC,11.06137739,920760944.8,4831490.758
2016-08-23 00:00:00 UTC,11.01254308,917054933.5,4721007.823
2016-08-24 00:00:00 UTC,11.01381199,917509231.7,3221362.082
2016-08-25 00:00:00 UTC,11.33912744,944980815,6231804.81
2016-08-26 00:00:00 UTC,11.25681266,938479976.3,4403460.385
2016-08-27 00:00:00 UTC,11.14950759,929893628.9,1903199.561
2016-08-28 00:00:00 UTC,10.91304108,910522226.9,4055631.7
2016-08-29 00:00:00 UTC,10.90629059,910306587.9,5810173.644
2016-08-30 00:00:00 UTC,11.21087731,936081383,5550355.265
2016-08-31 00:00:00 UTC,11.49662475,960315422.3,7446354.073
2016-09-01 00:00:00 UTC,12.00287748,1002979070,19546439.79
2016-09-02 00:00:00 UTC,12.0910428,1010736311,7683911.542
2016-09-03 00:00:00 UTC,11.79758522,986576697.7,10099601.67
2016-09-04 00:00:00 UTC,11.66257954,975664137.5,5035842.952
2016-09-05 00:00:00 UTC,11.75189748,983510024.4,3788155.073
2016-09-06 00:00:00 UTC,11.68475544,978261092.6,4815696.85
2016-09-07 00:00:00 UTC,11.55002542,967355053.6,4664621.634
2016-09-08 00:00:00 UTC,11.33639873,949823761.6,7944145.033
2016-09-09 00:00:00 UTC,11.63011682,974812003.6,3826059.408
2016-09-10 00:00:00 UTC,12.11783086,1016072617,4731455.713
2016-09-11 00:00:00 UTC,11.59605625,972702164.3,6472336.881
2016-09-12 00:00:00 UTC,11.84714198,994145301.6,4554653.825
